,viewCount,likeCount,favoriteCount,commentCount,key,title,channel,url,date
115,1221,79,0,19,유가 전쟁,"마이너스 유가, 석유전쟁 실화냐? (그만좀 싸워 그만!)",순살브리핑Soonsal,https://www.youtube.com/watch?v=E0NM1yA2EYM,2020-04-03
116,8269,224,0,17,유가 전쟁,"전쟁 충격에 세계 경제 &#39;휘청&#39;…주식 폭락, 유가·금값 급등",뉴스TVCHOSUN,https://www.youtube.com/watch?v=X-dxyt69lBE,2022-02-24
117,3823,77,0,11,유가 전쟁,유가 폭락에 증시 급등! 아마존 드디어 주식분할? 러시아-우크라이나 전쟁 14일차.. (뉴욕증시 브리핑 22.03.10),키움증권 채널K,https://www.youtube.com/watch?v=J2b2mq_aRHE,2022-03-10
118,4226,51,0,11,유가 전쟁,유가전쟁으로 기업 파산 도미노 …미국 실업자 2천만명 돌파,SBS Biz 뉴스,https://www.youtube.com/watch?v=YnCSmaP1Y4s,2020-04-02
119,81,7,0,0,유가 전쟁,22.08.23 세 가지│전쟁 유가 FOMC. 코스피 2400라인 지지 여부.,서주현 BATNA,https://www.youtube.com/watch?v=NhjXHu505vQ,2022-08-23
120,609,13,0,1,유가 전쟁,"우크라이나 전쟁발발로 유가, 천연개스, 곡물가격 급등 ‘경제 암운’",WKTV USA,https://www.youtube.com/watch?v=efSANwXC2Kk,2022-02-25
121,19797,699,0,20,유가 전쟁,유가 하락장의 투자처와 전망 알려드립니다 - 홍춘욱,홍춘욱의 경제강의노트,https://www.youtube.com/watch?v=t2xW3qJD9C0,2022-09-06
122,2438,93,0,20,유가 전쟁,사우디가 쏘아올린공 : 원유전쟁을 일으킨 진짜 의도 &quot;증산합의&quot;,리써처TV,https://www.youtube.com/watch?v=JZhilWDzd9U,2020-04-04
123,105,4,0,1,유가 전쟁,"국제유가, 금 가격 랠리 / 지금 살까? / 러시아-우크라 전쟁",대감경제TV,https://www.youtube.com/watch?v=j1pG3H-hjlA,2022-02-26
124,11148,362,0,11,유가 전쟁,"[최종원]감산 합의 발표 임박? 가능성도 미지수. 물러날 수 없는 트럼프의 선택. 제가 보기엔 이 시나리오가 유력합니다.(유가 전망, 유가전쟁, 감산 합의, 사우디 러시아)",주식으로 슈퍼직장인,https://www.youtube.com/watch?v=gIu5AwR4_9o,2020-03-30
125,247,3,0,1,유가 전쟁,국제 유가 우크라 전쟁 이전 수준 하락...경기 침체 우려 / YTN 사이언스,YTN 사이언스 투데이,https://www.youtube.com/watch?v=-54Veeoxdyc,2022-08-17
126,4688,38,0,18,유가 전쟁,국제유가 6개월 전 수준으로 하락…커지는 경기침체 우려 / JTBC 아침&amp;,JTBC News,https://www.youtube.com/watch?v=fzVEFZi_3fc,2022-08-17
127,4825,98,0,12,유가 전쟁,&quot;유가상한제 도입국 석유 수출 금지&quot;‥가스 가격은 하락세 (2022.12.28/뉴스투데이/MBC),MBCNEWS,https://www.youtube.com/watch?v=AyZrtSzb6Vs,2022-12-28
128,972,4,0,1,유가 전쟁,[종목콜센터] 러시아-사우디 유가전쟁 멈추나... SK이노베이션 반등 시작!?,서울경제TV,https://www.youtube.com/watch?v=Ct6kSA1Zb6s,2020-04-02
129,36,3,0,0,유가 전쟁,"러시아 VS 우크라이나 !! 전쟁 가능성과 그에 따른 관련주 정리 !! #국제유가 , #천연가스 , #알루미늄 , #구리",주도주TV,https://www.youtube.com/watch?v=FuQbXSswzus,2022-02-15
130,12867,932,0,56,유가 전쟁,전쟁 핑계로 국제유가 94불 돌파! 서울아파트 폭락 가속시킨다!,엘리엇TV,https://www.youtube.com/watch?v=aNd-jK2yEdY,2022-02-12
131,4603,97,0,2,유가 전쟁,"[예민수의 딥사이트] 심상치 않은 유가, 하락의 시작인가 에너지 대란의 전조인가 / 머니투데이방송 (증시, 증권)",MTN 머니투데이방송,https://www.youtube.com/watch?v=ZGdqNw8k4w0,2022-08-19
132,129,1,0,1,유가 전쟁,"러-우크라 전쟁의 여파... 국제 유가 상승 시, 국내 기업 피해보나? #shorts",이데일리TV,https://www.youtube.com/watch?v=srNlGIYYbIU,2022-06-07
133,482,19,0,17,유가 전쟁,불붙은 석유전쟁은 진압되는가?!,IT-TECH여의도형님,https://www.youtube.com/watch?v=mXqG0edW4ps,2020-04-04
134,121,7,0,1,유가 전쟁,바이든 푸틴은 살인자...? 과연 러시아 vs 미국의 국제 유가전쟁의 향방은??,"정봄파트너스-경제,주식,기술적분석전문",https://www.youtube.com/watch?v=DpoCfNTszgo,2021-03-21
135,9280,82,0,30,유가 전쟁,국제유가 6개월 만에 80달러대…경기 우려에 전쟁 이전 수준 / KBS  2022.08.05.,KBS News,https://www.youtube.com/watch?v=EDSNI0gOO24,2022-08-05
136,1051,31,0,15,유가 전쟁,"[월요지식회] Ep.19 러시아vs사우디vs미국, 이 싸움의 최후 승자는?",마니버니,https://www.youtube.com/watch?v=BNwiw9NpOVo,2020-04-06
137,942,62,0,5,유가 전쟁,"70년대와 현재가 다른 이유2, 유가가 미치는 영향? ( f. 인모스트투자자문 장재창 대표)",인모스트TV,https://www.youtube.com/watch?v=35Flh-Wiu18,2022-07-11
138,106,5,0,1,유가 전쟁,지에스이 주가/지에스이 주가 전망/러시아 우크라이나 전쟁/가스/유가/WTI,플라즈마 주식캠퍼스,https://www.youtube.com/watch?v=aTdECEoRVFo,2022-02-22
139,14076,698,0,48,유가 전쟁,"너무 정확한 미국의 전쟁 예측, 다음 시나리오는 유가 하락 [최경진의 퀵시황]_STEPS","성공투자로 이끄는 계단, STEPS",https://www.youtube.com/watch?v=EINuj5SYJoY,2022-02-24
140,2234,65,0,0,유가 전쟁,FOMC와 전쟁 상황 주시 속 유가에 주목.. 서머타임 적용에 거래시간 변경! (뉴욕증시 주간전망 22.03.14),키움증권 채널K,https://www.youtube.com/watch?v=DC6lx-cEsrI,2022-03-14
141,2276,55,0,0,유가 전쟁,국제 유가 전망 part 1.  (Feat. 조심스럽게 얘기할래요~ 용기 내볼래요~~),섬유리TV,https://www.youtube.com/watch?v=uCzoAXo80a8,2020-04-15
142,352,8,0,0,유가 전쟁,"[주목125회]SK증권 손지우 &quot;유가급등, 아직 추이를 지켜봐야 할 것!&quot;",인포스탁데일리,https://www.youtube.com/watch?v=x6HoreYeApI,2020-04-03
143,7421,380,0,,유가 전쟁,사우디 아람코발 원유전쟁(치킨게임)의 의미는?,피셔케인즈학파,https://www.youtube.com/watch?v=vfd0OzNBGfA,2020-03-10
144,5994,599,0,78,유가 전쟁,"원유가격은 앞으로 더 오를수 밖에 없습니다. (유가, 러시아, 금리인상)",부자티비,https://www.youtube.com/watch?v=MnGsAonn8XQ,2022-03-06
145,29,5,0,1,유가 전쟁,러시아 우크라이나 침공 임박 전쟁여파로 인해 국제유가 원자재 가격 폭등 최대 수혜주 최초공개,흙개미TV,https://www.youtube.com/watch?v=YjN-gYSvigU,2022-02-16
146,1605,42,0,0,유가 전쟁,전쟁 30일차.. 유가와 금리 움직임에 변동성 확대? 애플은 9일째 상승! (뉴욕증시 브리핑 22.03.26),키움증권 채널K,https://www.youtube.com/watch?v=kms3iy7WGsA,2022-03-26
147,1697,,0,8,유가 전쟁,"[원자재 LIVE] 2023년 유가 전망 - 유가 상승, 너무 빨리 터트린 샴페인",삼성선물,https://www.youtube.com/watch?v=qWix1uH7Y6U,2022-11-18
148,696,15,0,0,유가 전쟁,美 실업수당 신청 &#39;역대 최고&#39;…국제유가 급등 (2020.04.03/뉴스투데이/MBC),MBCNEWS,https://www.youtube.com/watch?v=uI03L7KeVCA,2020-04-03
149,2268,50,0,9,유가 전쟁,"유가전망 흐림! WTI 18년만 20달러 깨짐, 원유전쟁으로 보는 경제전망",재테크 읽는 주슨생,https://www.youtube.com/watch?v=Sl6p45XG5Io,2020-04-18
150,2268,50,0,9,유가 전쟁,"유가전망 흐림! WTI 18년만 20달러 깨짐, 원유전쟁으로 보는 경제전망",재테크 읽는 주슨생,https://www.youtube.com/watch?v=Sl6p45XG5Io,2020-04-18
151,30185,377,0,16,유가 전쟁,"[세만시] “사우디-러시아-미국, 석유 패권전쟁 왜 지금인가” (성태윤) 3.13(금)/ YTN 라디오",YTN 라디오,https://www.youtube.com/watch?v=OEXsKL5Vo2w,2020-03-13
152,6468,60,0,2,유가 전쟁,바닥 찍었나…전쟁해결 기대감에 유가 폭락·증시 반등 [MBN 종합뉴스],MBN News,https://www.youtube.com/watch?v=nExMeYrTQvI,2022-03-10
153,66,0,0,0,유가 전쟁,"OPEC+, 하루 970만 배럴 감산 합의... &#39;유가전쟁&#39; 일단락되나?",서울경제TV,https://www.youtube.com/watch?v=Qv40BKcjhus,2020-04-13
154,113,8,0,0,유가 전쟁,"[2022/03/07 아침시황] ﻿러시아-우크라이나 전쟁 격화! 국제유가, 사료/곡물, 비료/농업, 방산 관련주 강세 예상!",마스터 알렉스권,https://www.youtube.com/watch?v=nGeDJbFNJ2M,2022-03-07
155,729,21,0,0,유가 전쟁,美 2주 새 1천만 명 실직…실업수당 신청 &#39;역대 최고&#39;  (2020.04.03/5MBC뉴스),MBCNEWS,https://www.youtube.com/watch?v=syUYpfZeSxc,2020-04-03
156,4001,97,0,2,유가 전쟁,"하반기 국제 유가, &#39;이렇게&#39; 됩니다. [경제 진단]",TBS fm 95.1MHz,https://www.youtube.com/watch?v=J4uEtIBccYo,2022-07-26
157,161,5,0,1,유가 전쟁,바닥잃은 유가시대   true tv,true tv,https://www.youtube.com/watch?v=IN3Z-KiSCK0,2020-05-02
158,685,20,0,14,유가 전쟁,"세계석유전쟁, 로열더치셸 최악의 상황",IT-TECH여의도형님,https://www.youtube.com/watch?v=eOHCkrGDJYg,2020-05-03
159,4317,45,0,1,유가 전쟁,환율 급등·주가 급락…“전쟁·국제 유가 영향” / KBS  2022.03.07.,KBS News,https://www.youtube.com/watch?v=jUg9ZkpoOLo,2022-03-07
160,39,5,0,0,유가 전쟁,유가 또 오를까? 사우디 vs 러시아  [맨해튼에 산다] #shorts,아싸의 조용한 일상 LovelyOutsider,https://www.youtube.com/watch?v=QjKpaPBkqlQ,2022-09-06
161,85904,5157,0,381,유가 전쟁,"계획된 듯한 유가 상승과 금리 인상, 곧 달러에 돈이 몰린다? 모든 정황이 가리키는 러·우 전쟁의 배후는! f.샤프슈터 박문환",하우투비리치 HowToBeRich,https://www.youtube.com/watch?v=JW5tyCfXRmk,2022-06-26
162,11549,93,0,2,유가 전쟁,"[석유공사] 긴급진단!! 국제유가 급락 이유는? 미국, 러시아, 사우디의 유가전쟁! (이슈투데이 4화)",한국석유공사 Korea National Oil Corporation,https://www.youtube.com/watch?v=9BeLK1MqOqk,2020-03-18
163,1471,51,0,18,유가 전쟁,"치킨 게임 유가 전쟁, 세계적 대유행 선언, 역사적 하락과 서킷 브레이커_3월 2주차 이슈",TMook,https://www.youtube.com/watch?v=1P3rLLWeoTc,2020-03-16
164,361,19,0,16,유가 전쟁,&#39;우랄스&#39; 러시아산 석유를 알아보자,IT-TECH여의도형님,https://www.youtube.com/watch?v=4n1LSQIqxq0,2020-05-02
165,461,6,0,0,유가 전쟁,[한국석유 주가 특별교육] 우크라 전쟁에 국제유가 부각 &amp; 유가 상승...주가 오름세↑,윤정두 '주식투시경',https://www.youtube.com/watch?v=DVsMs9UEiGQ,2022-02-25
166,4523,83,0,3,유가 전쟁,"[개편특집] 국제유가 10달러까지 가나?…글로벌 증시의 운명은? / (증시, 증권)",MTN 머니투데이방송,https://www.youtube.com/watch?v=aC88ebp2UIA,2020-03-16
167,240,20,0,11,유가 전쟁,"달러 3,000원 유가 130$ 또다른 전쟁, 역병이 시작된다.",서가경제,https://www.youtube.com/watch?v=LaGq-q19DBI,2022-05-29
168,68057,2166,0,75,유가 전쟁,러시아-우크라 전쟁 고조 속 국제유가 2014년 이후 최고 / 오늘장 놓쳐선 안 될 당신이 잠든사이 일어난 해외 이슈 / 출근전 꼭 봐야하는 글로벌 이슈 / 굿모닝한경글로벌마켓,한국경제TV,https://www.youtube.com/watch?v=u8YJWFgi-7o,2022-03-02
169,37,2,0,1,유가 전쟁,우크라이나 러시아 전쟁 관련 5탄 국제유가 폭등 친환경에너지 폭등 이종목 매집하면 200%상승각..?,흙개미TV,https://www.youtube.com/watch?v=wxhlgHGjvlM,2022-03-03
170,1828,30,0,3,유가 전쟁,[1분 원자재] 유가 또 오를까? 사우디 vs 러시아  #shorts,매경 월가월부,https://www.youtube.com/watch?v=1NKkHNIBZjw,2022-09-06
171,29999,964,0,41,유가 전쟁,[최경영의 경제쇼] 0311(수) 최지웅 - &quot;트럼프가 사우디와 러시아의 유가전쟁에 속타는 이유는?&quot;,KBS 1라디오,https://www.youtube.com/watch?v=-k7Dg6y9XcQ,2020-03-11
172,16400,264,0,,유가 전쟁,[송관종] 유가전쟁이 더 큰 위험 불러온다!,주식투자 와우넷,https://www.youtube.com/watch?v=XZRYhI31hc0,2020-04-11
173,451,7,0,0,유가 전쟁,[케이티PD의 신변잡기☆] EP05. &#39;유가전쟁&#39; 신호탄…참전국들의 속내는 무엇?,서울경제TV,https://www.youtube.com/watch?v=qiS562QPdBg,2020-03-13
174,87,2,0,0,유가 전쟁,우크라 전쟁 고조…국제유가·금값 ‘폭등’,서울경제TV 포커스온,https://www.youtube.com/watch?v=mCjGp6C8yrg,2022-03-02
175,11668,651,0,88,유가 전쟁,국제유가 장기로는 380달러까지 간다! 단기는 폭락국면이지만 / 엘리엇,매부리TV,https://www.youtube.com/watch?v=fBe6R5OS9Jg,2022-10-17
176,216,19,0,11,유가 전쟁,"이란, 석유해방을 꿈꾸다.",IT-TECH여의도형님,https://www.youtube.com/watch?v=y0k4ScXmpNU,2020-05-01
177,4347,62,0,3,유가 전쟁,"[손경제 플러스+] &quot;유가를 결정하는 수심과 정정 불안 요인&quot; , MBC 220518 방송",MBC 라디오 시사,https://www.youtube.com/watch?v=yYF5wC8plco,2022-05-18
178,559,11,0,0,유가 전쟁,전쟁임박!!ㅣ유가관련주 주목!!ㅣ[극동유화] (014530)ㅣ2022년 2월 14일 승리의임박,임베스터,https://www.youtube.com/watch?v=NX4im0YxlVQ,2022-02-14
179,147,4,0,0,유가 전쟁,국제 유가 전쟁은 시작되었다! 사우디와 러시아 기싸움으로 $20/배럴까지? - 2020년 3월 8일 CNN 영어 뉴스 경제 뉴스,영어로 듣는 뉴욕증시,https://www.youtube.com/watch?v=aSCUbbRNO7Q,2020-03-09
180,193,10,0,0,유가 전쟁,"[세계를만나는시간NOW] “OPEC+긴급회의 결국 연기, 유가전쟁 불투명 外” 4.6(월)",YTN 라디오,https://www.youtube.com/watch?v=TsVSvFZBGNY,2020-04-06
181,10133,308,0,3,유가 전쟁,"[투자뉴스7] 주도주 전쟁! 에너지 vs 성장주 &#39;유가 급락&#39;에 답이 있다! / 머니투데이방송 (증시, 증권)",MTN 머니투데이방송,https://www.youtube.com/watch?v=nc2Thg9Om9Y,2022-07-07
182,263,17,0,0,유가 전쟁,"3대 지수 모두 상승·국제 유가 하락 / 푸틴, 전쟁 피하는 것 목표… 외교적 해법 모색할 것_글로벌 마감 증시 (20220215)",이데일리TV,https://www.youtube.com/watch?v=wKHVhfqoNEc,2022-02-16
183,4973,375,0,29,유가 전쟁,전쟁으로 인한 유가 급등은 안보인다 [최경진의 퀵시황]_STEPS,"성공투자로 이끄는 계단, STEPS",https://www.youtube.com/watch?v=HCM6xaIZ2rU,2022-02-25
184,32787,241,0,90,유가 전쟁,[글로벌K] 국제유가 120달러 돌파…스태그플레이션 가능성은? / KBS  2022.06.19.,KBS News,https://www.youtube.com/watch?v=m2Y9X_WIi20,2022-06-19
185,40,1,0,0,유가 전쟁,"전쟁이 가져온 물가상승, 유가·주식시장 등 국내 영향은?",OBS뉴스,https://www.youtube.com/watch?v=8oYbohL5pvE,2022-03-15
186,39311,2868,0,315,유가 전쟁,"38억 투자자가 알려드립니다! 주식 투자자 99%가 모르는 유가, 금리, 주가의 관계",5마일_미국주식으로 인생 승부,https://www.youtube.com/watch?v=HcZSfsV1Utw,2022-09-06
187,74249,781,0,36,유가 전쟁,"[#벌거벗은세계사] 갈등의 불씨💥 석유를 지배하는 자, 세계를 지배한다! 중동에서 벌어진 석유 패권 다툼 총정리 | #디제이픽",디글 :Diggle,https://www.youtube.com/watch?v=eJ3L91ojpFs,2022-12-28
188,598,19,0,0,유가 전쟁,지에스이 주가/지에스이 주가 전망/러시아 우크라이나 전쟁/가스/유가,플라즈마 주식캠퍼스,https://www.youtube.com/watch?v=hxcoirj3ZRI,2022-02-17
189,609,15,0,0,유가 전쟁,미국 vs 이란 전쟁의 서막 #국제유가 #환율 #금값 #비트코인 #급등 ㅡ 1월 8일 오감만족마켓,월스트리트경제TV,https://www.youtube.com/watch?v=C4kSYgbxQlE,2020-01-08
190,1566,27,0,4,유가 전쟁,러시아-우크라이나 전쟁 12일차.. 유가 급등에 스테그플레이션 우려 확산 (뉴욕증시 브리핑 22.03.08),키움증권 채널K,https://www.youtube.com/watch?v=-qPtM-ONYuQ,2022-03-08
191,2605,28,0,3,유가 전쟁,또 흔들리는 국제유가...물가 안정에 최대 악재 / YTN, YTN,https://www.youtube.com/watch?v=Fv5WKJwaw6g,2022-10-10
192,1,0,0,0,유가 전쟁,"국제유가, 사우디·러시아 신경전에 하락…WTI 8.0%↓   08-04-2020",luiou HarpSingh,https://www.youtube.com/watch?v=E6jQbW5DJa4,2020-04-07
193,228,11,0,0,유가 전쟁,우크라이나·러시아 전쟁 지속! 최대 수혜 섹터는? #국제유가 #방산주 #오늘장이상형월드컵,토마토증권통 TomatoTV,https://www.youtube.com/watch?v=l7oSAicPzPk,2022-03-07
194,874,26,0,4,유가 전쟁,전쟁 36일차.. 비축유 방출로 유가는 하락했지만 인플레이션 우려로 하락 (뉴욕증시 브리핑 22.04.01),키움증권 채널K,https://www.youtube.com/watch?v=8LAhiAsQzuE,2022-04-01
195,15293,189,0,10,유가 전쟁,[이슈톡톡_3월 3주] 급변하는 유가시장 이해하기 #1 &quot;대공황과 Seven Sisters의 등장&quot;,신한은행,https://www.youtube.com/watch?v=QKM5IYvg7T0,2020-03-20
196,9213,811,0,34,유가 전쟁,미국 주식 폭등! 왜? 유가 10% 폭락! 다시 안정세! 전쟁 외교 협상 가능? 체르노빌 원전 위험! 한국 대선 개표중! 러시아 시위 계속! 베네수엘라 40만 베럴 증산! 3월9일,미쿡아재John,https://www.youtube.com/watch?v=9B1mOPPZLBA,2022-03-10
197,151,2,0,0,유가 전쟁,‘감산합의 실패’ 유가 전쟁 본격화... 20달러 시대 오나?,서울경제TV,https://www.youtube.com/watch?v=Xzlsz1X0sLA,2020-03-10
198,17193,758,0,44,유가 전쟁,안그래도 골치 아픈데.. 전쟁까지 걱정해야 돼? 유가 94달러 육박..미국증시는 오늘도 급락ㅠㅠ | UBS &quot;솔직히 전쟁 안 나! 연준이 계획 없어 보여서 빠지는 거지..&quot;,연합뉴스경제TV,https://www.youtube.com/watch?v=bT2CU2Ij40c,2022-02-12
199,75300,2592,0,65,유가 전쟁,"트럼프 푸틴과 다시 손잡다!유가 전쟁 이대로 끝내나! 삼성 퀄컴, 구글, 샤오미 너도나도 제품좀 달라고 아우성! 줄슨다!",돈되는라디오,https://www.youtube.com/watch?v=A-0wMXz3tJA,2020-04-26
200,151,2,0,0,유가 전쟁,‘감산합의 실패’ 유가 전쟁 본격화... 20달러 시대 오나?,서울경제TV,https://www.youtube.com/watch?v=Xzlsz1X0sLA,2020-03-10
201,75300,2592,0,65,유가 전쟁,"트럼프 푸틴과 다시 손잡다!유가 전쟁 이대로 끝내나! 삼성 퀄컴, 구글, 샤오미 너도나도 제품좀 달라고 아우성! 줄슨다!",돈되는라디오,https://www.youtube.com/watch?v=A-0wMXz3tJA,2020-04-26
202,26747,1171,0,179,유가 전쟁,"인플레이션, 전쟁, 중국 봉쇄, 유가.. 최악의 상황입니다. 그러나 극소수는  (  QQQ QLD 장기투자, SPY SSO 장기투자, TQQQ UPRO SOXL  장기투자 X )",웅덩이매매법 디벨롭몽 - 미국주식,https://www.youtube.com/watch?v=nYN7jr_jwEg,2022-06-13
203,31943,1105,0,25,유가 전쟁,올해 돈 벌려면 &#39;이 주식&#39;을 가지고 있어야 합니다. 전쟁과 유가폭등으로 오히려 기회가 온 주식들,미국주식으로 부자되기-미주부,https://www.youtube.com/watch?v=NRofeYEOtNQ,2022-03-10
204,228,3,0,0,유가 전쟁,짙어지는 경기 침체 그림자... 국제유가 100달러 아래로_경제판 돋보기 (20220714),이데일리TV,https://www.youtube.com/watch?v=m4VUmCqcUGc,2022-07-14
205,254,14,0,11,유가 전쟁,"중국-러시아, 함께 길을 걷다.",IT-TECH여의도형님,https://www.youtube.com/watch?v=f9p-_H4xvqs,2020-04-29
206,358,14,0,1,유가 전쟁,"유가 급등 코멘트, 트럼프 대통령의 석유 전쟁 개입 시작? 항공운송산업의 현실과 작은 기대, 대한항공, 제주항공, 진에어, 티웨이항공, 지주사(SK,삼성물산,LG...)",투자로그인 - NH투자증권,https://www.youtube.com/watch?v=FMHy1I5qias,2020-04-03
207,7541,40,0,20,유가 전쟁,국제유가 6개월 만에 80달러대…경기 우려에 전쟁 이전 수준 / KBS  2022.08.05.,KBS News,https://www.youtube.com/watch?v=NRiBGK9S_Ls,2022-08-05
